name,rank2021,count2021,rank2020,count2020,rank2019,count2019,rank2018,count2018,rank2017,count2017,rank2016,count2016,rank2015,count2015,rank2014,count2014 ,rank2013 ,count2013 ,rank2012 ,count2012 ,rank2011 ,count2011 ,rank2010 ,count2010 ,rank2009 ,count2009 ,rank2008 ,count2008 ,rank2007 ,count2007 ,rank2006 ,count2006 ,rank2005 ,count2005 ,rank2004 ,count2004 ,rank2003 ,count2003 ,rank2002 ,count2002 ,rank2001 ,count2001 ,rank2000 ,count2000 ,rank1999 ,count1999 ,rank1998 ,count1998 ,rank1997 ,count1997 ,rank1996 ,count1996 ,,
Albie-Paul,[x],[x],[x],[x],3411,5,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Albie-Ray,[x],[x],3334,5,[x],[x],3412,5,3449,5,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Albin,[x],[x],2404,8,3411,5,3412,5,3996,4,[x],[x],[x],[x],4632,3,[x],[x],[x],[x],3300,5,[x],[x],[x],[x],2097,9,2023,9,1892,9,1991,8,2578,5,3467,3,2636,4,1467,9,1889,6,2943,3,[x],[x],[x],[x],[x],[x],,
Albion,3017,6,2076,10,1587,15,1786,13,1812,13,1804,13,1586,15,1819,12,1462,16,2117,10,1600,14,2400,8,3227,5,2775,6,2211,8,2087,8,1716,10,3009,4,2857,4,3225,3,1746,7,2501,4,2425,4,[x],[x],2337,4,2863,3,,
Alborz,3990,4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],4747,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Albus,3017,6,2076,10,1587,15,2693,7,2734,7,[x],[x],3908,4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Alby,539,72,587,61,501,78,427,98,469,87,387,117,518,75,659,51,684,48,852,36,1045,25,1109,24,1099,23,1403,16,1125,21,1347,15,1299,15,1878,8,1629,9,2254,5,1949,6,3036,3,2097,5,1110,12,1454,8,2020,5,,
Alby-Lee,4789,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Alden,1595,15,1635,14,2104,10,1683,14,1923,12,2556,8,2707,7,1721,13,3822,4,3987,4,2039,10,2400,8,3744,4,2775,6,3095,5,2870,5,[x],[x],2578,5,[x],[x],2636,4,[x],[x],[x],[x],2097,5,[x],[x],[x],[x],2357,4,,
Alder,[x],[x],4608,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Aldin,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],4527,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],3225,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Aldion,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],4632,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Aldo,2125,10,2076,10,3013,6,2693,7,2512,8,4023,4,3004,6,3362,5,4685,3,2721,7,2892,6,2400,8,4527,3,2775,6,2741,6,2087,8,2174,7,3009,4,2857,4,2254,5,[x],[x],[x],[x],2425,4,[x],[x],2859,3,[x],[x],,
Aldous,4789,3,3334,5,2488,8,[x],[x],4812,3,2556,8,3908,4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Aldrich,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],4678,3,[x],[x],[x],[x],4333,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Aldrin,4789,3,[x],[x],[x],[x],[x],[x],[x],[x],4810,3,3908,4,4632,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],4432,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Aldwin,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],4810,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Alec,659,55,706,47,552,68,711,48,628,57,571,65,702,47,632,54,611,56,654,52,580,60,574,59,524,66,401,93,386,93,383,90,406,74,325,92,291,100,325,81,297,92,314,85,292,93,282,92,262,108,263,109,,
Alechandro,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],4678,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Aleck,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],4432,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],3036,3,[x],[x],[x],[x],[x],[x],[x],[x],,
Alecsander,[x],[x],[x],[x],4702,3,[x],[x],[x],[x],[x],[x],[x],[x],4632,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Aleczander,4789,3,[x],[x],[x],[x],[x],[x],4812,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Aled,2125,10,1492,16,1253,20,1284,20,1923,12,1187,23,1279,20,1486,16,1147,22,927,32,999,27,1082,25,760,38,699,42,664,43,560,52,590,45,590,41,731,29,417,54,484,42,448,46,375,60,334,72,312,78,345,69,,
Aleem,1984,11,1635,14,1745,13,1235,21,1470,17,1704,14,1442,17,2459,8,3822,4,2721,7,2892,6,2036,10,1981,10,1596,13,1578,13,1744,10,1851,9,1347,13,1326,12,1411,10,1202,12,1096,13,1664,7,1485,8,2022,5,1337,9,,
Alehandro,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],3908,4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Aleister,[x],[x],[x],[x],4702,3,3959,4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Aleix,[x],[x],[x],[x],[x],[x],4749,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Alejandro,1218,22,1379,18,1030,27,932,31,996,30,1081,26,807,39,765,41,1404,17,1086,25,831,36,832,35,972,27,987,26,952,26,847,29,850,27,906,23,1011,18,722,26,1027,15,817,20,1082,13,813,19,1454,8,1337,9,,
Alek,2730,7,2228,9,2104,10,2445,8,4812,3,1804,13,2150,10,2690,7,3315,5,3039,6,3830,4,3865,4,2126,9,4432,3,3589,4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],3036,3,[x],[x],[x],[x],[x],[x],[x],[x],,
Alekh,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],4678,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Aleks,1139,24,1723,13,1316,19,1235,21,1097,26,1187,23,1279,20,1178,22,1294,19,1270,20,1024,26,1201,21,1425,16,1706,12,2211,8,2538,6,[x],[x],3651,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Aleksa,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],4647,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],3225,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Aleksandar,1688,14,1635,14,1986,11,1382,18,1289,20,1498,17,1586,15,2248,9,1920,11,1669,14,2039,10,1911,11,1494,15,1828,11,1885,10,2282,7,1716,10,1280,14,1513,10,1322,11,1078,14,1330,10,1130,12,2074,5,2022,5,2863,3,,
Aleksander,324,141,342,131,233,216,265,192,262,204,261,202,320,146,280,169,323,130,285,163,338,128,303,147,328,121,397,94,567,54,832,30,982,22,1160,16,1771,8,1322,11,1286,11,1241,11,1850,6,1485,8,1578,7,1337,9,,
Aleksandr,1688,14,2404,8,2728,7,1786,13,2172,10,1704,14,1159,23,1178,22,1063,25,1119,24,1788,12,1620,14,1981,10,1828,11,2741,6,1643,11,2754,5,1878,8,2470,5,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Aleksandras,[x],[x],[x],[x],[x],[x],3412,5,[x],[x],[x],[x],3373,5,4632,3,3315,5,4805,3,[x],[x],3332,5,[x],[x],[x],[x],4333,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Aleksandrs,4789,3,[x],[x],3013,6,2445,8,3040,6,2556,8,2483,8,3895,4,1796,12,2458,8,4647,3,2629,7,[x],[x],4432,3,2741,6,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Aleksas,[x],[x],[x],[x],[x],[x],[x],[x],3449,5,4023,4,[x],[x],4632,3,2954,6,3987,4,[x],[x],[x],[x],[x],[x],3687,4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Aleksei,3990,4,[x],[x],[x],[x],4749,3,4812,3,[x],[x],3908,4,[x],[x],4685,3,[x],[x],[x],[x],4678,3,3227,5,4432,3,3589,4,3385,4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Aleksej,4789,3,[x],[x],[x],[x],[x],[x],[x],[x],4023,4,4747,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Aleksejs,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],3895,4,[x],[x],[x],[x],3830,4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Aleksey,4789,3,[x],[x],[x],[x],3959,4,[x],[x],3478,5,3373,5,2964,6,[x],[x],[x],[x],[x],[x],4678,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Aleksi,4789,3,[x],[x],3937,4,[x],[x],[x],[x],[x],[x],3373,5,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],3009,4,[x],[x],2636,4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],2357,4,,
Aleksis,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],3830,4,[x],[x],4527,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Alekss,[x],[x],[x],[x],2728,7,2259,9,3996,4,3079,6,3373,5,2690,7,1796,12,[x],[x],4647,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Aleksy,[x],[x],4608,3,4702,3,[x],[x],4812,3,[x],[x],2707,7,2690,7,[x],[x],[x],[x],[x],[x],4678,3,3744,4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Alem,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],4333,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Alen,3451,5,3848,4,[x],[x],3011,6,4812,3,4023,4,3908,4,2964,6,3315,5,3416,5,[x],[x],3865,4,[x],[x],2775,6,[x],[x],[x],[x],1716,10,3651,3,3467,3,3225,3,2587,4,3036,3,2943,3,[x],[x],[x],[x],[x],[x],,
Alend,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],4685,3,[x],[x],[x],[x],[x],[x],4527,3,[x],[x],4333,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Alens,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],4527,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Aleo,[x],[x],4608,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Aleph,[x],[x],[x],[x],3937,4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Ales,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],3227,5,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Alesandro,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],3651,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Alesio,3451,5,4608,3,3937,4,4749,3,4812,3,4810,3,4747,3,[x],[x],[x],[x],4805,3,[x],[x],[x],[x],[x],[x],4432,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Alessandro,610,61,587,61,561,67,596,61,701,50,597,60,727,45,650,52,589,60,671,50,671,48,589,57,494,71,544,61,551,56,494,61,461,61,510,51,423,61,468,46,484,42,378,61,467,45,409,54,427,47,489,37,,
Alessio,825,38,856,34,825,37,870,35,743,46,833,38,903,33,1035,27,1024,27,977,29,878,33,1620,14,1133,22,1085,23,1306,17,1016,22,850,27,1038,19,865,23,950,18,1078,14,1167,12,973,15,1110,12,964,15,1104,12,,
Alex,122,474,108,560,106,594,91,696,92,716,84,813,75,900,75,903,65,986,65,1064,59,1129,52,1359,50,1478,47,1611,58,1355,57,1293,53,1302,46,1500,42,1689,42,1707,45,1435,48,1427,45,1567,46,1627,43,1747,43,1762,,
Alex-James,[x],[x],4608,3,[x],[x],4749,3,4812,3,4810,3,4747,3,[x],[x],2954,6,[x],[x],[x],[x],3332,5,[x],[x],2775,6,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Alex-Jay,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],4647,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Alex-Junior,[x],[x],3848,4,[x],[x],4749,3,[x],[x],[x],[x],4747,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Alexanda,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],4810,3,[x],[x],4632,3,4685,3,[x],[x],[x],[x],[x],[x],4527,3,3687,4,2741,6,2282,7,[x],[x],[x],[x],2189,6,3225,3,1949,6,2142,5,2425,4,1642,7,2337,4,2020,5,,
Alexandar,4789,3,3334,5,3937,4,3959,4,[x],[x],4810,3,2483,8,3895,4,[x],[x],4805,3,3300,5,4678,3,4527,3,3158,5,4333,3,2870,5,3849,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],2859,3,[x],[x],,
Alexander,27,1830,26,1909,21,2344,22,2517,22,2524,21,2567,22,2759,22,2978,24,2837,27,2836,23,2819,21,3025,22,2981,19,3215,22,3087,24,3059,22,3015,20,3191,20,3252,19,3423,20,3366,21,3570,20,3951,19,4460,16,4698,14,4840,,
Alexander-James,[x],[x],[x],[x],3937,4,3959,4,[x],[x],[x],[x],3373,5,3895,4,[x],[x],3987,4,4647,3,4678,3,4527,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Alexandr,2493,8,4608,3,4702,3,3412,5,3449,5,2804,7,3373,5,[x],[x],2660,7,2117,10,3830,4,4678,3,2837,6,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Alexandre,1139,24,993,28,929,31,919,32,794,41,903,34,833,37,730,44,821,37,765,42,878,33,706,43,760,38,728,40,711,39,554,53,827,28,625,39,565,40,671,29,654,28,503,39,553,34,738,22,493,38,620,26,,
Alexandro,3990,4,4608,3,[x],[x],[x],[x],[x],[x],4810,3,4747,3,4632,3,3822,4,[x],[x],3300,5,3332,5,3227,5,4432,3,4333,3,[x],[x],2174,7,2578,5,3467,3,[x],[x],3134,3,[x],[x],[x],[x],[x],[x],2022,5,[x],[x],,
Alexandros,695,50,781,40,787,40,932,31,684,51,994,29,1121,24,916,32,1024,27,805,39,1209,21,918,31,1218,20,943,28,1201,19,1127,19,919,24,1222,15,1092,16,722,26,751,23,731,24,718,23,924,16,613,27,818,18,,
Alexandru,348,128,292,157,270,179,300,162,317,158,420,100,429,96,527,72,570,62,704,47,798,38,552,62,944,28,757,38,1014,24,1892,9,954,23,1878,8,2189,6,2636,4,2587,4,2501,4,[x],[x],[x],[x],[x],[x],2863,3,,
Alexandru-Gabriel,[x],[x],3848,4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Alexavier,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],4647,3,[x],[x],[x],[x],3687,4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Alexei,2730,7,2682,7,2266,9,3011,6,2734,7,1903,12,2707,7,2690,7,1920,11,2117,10,1909,11,1620,14,1859,11,1511,14,3095,5,1892,9,1534,12,1222,15,1771,8,1322,11,1746,7,3036,3,1850,6,1485,8,1345,9,2020,5,,
Alexey,[x],[x],3848,4,3937,4,3412,5,3040,6,4023,4,3908,4,3895,4,2954,6,3416,5,3830,4,2199,9,3227,5,3687,4,[x],[x],2870,5,3208,4,[x],[x],[x],[x],2636,4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Alexi,3017,6,[x],[x],4702,3,2445,8,3996,4,3079,6,2707,7,3362,5,[x],[x],3416,5,2194,9,2629,7,2544,7,1596,13,3095,5,4052,3,2418,6,2070,7,[x],[x],2636,4,2220,5,2501,4,2425,4,2901,3,[x],[x],1591,7,,
Alexie,[x],[x],3334,5,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],4333,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Alexio,[x],[x],4608,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Alexios,3451,5,[x],[x],4702,3,[x],[x],3996,4,[x],[x],3908,4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],4333,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Alexis,1595,15,1150,23,1369,18,1013,28,1042,28,818,39,727,45,1061,26,1116,23,1191,22,2390,8,1055,26,1099,23,1024,25,1201,19,1280,16,919,24,731,31,1132,15,1190,13,947,17,1552,8,776,21,1263,10,964,15,784,19,,
Alexsander,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],4678,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Alexy,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],3849,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Alexzander,[x],[x],2404,8,4702,3,3959,4,3040,6,3079,6,2319,9,1935,11,3822,4,3039,6,2390,8,3332,5,2544,7,2775,6,[x],[x],2282,7,2754,5,2070,7,1962,7,[x],[x],2587,4,2142,5,2425,4,[x],[x],[x],[x],2357,4,,
Alf,3451,5,3334,5,4702,3,3959,4,4812,3,4810,3,3908,4,[x],[x],3822,4,[x],[x],[x],[x],3865,4,3227,5,[x],[x],2211,8,3385,4,[x],[x],3009,4,[x],[x],[x],[x],2220,5,1889,6,[x],[x],2901,3,[x],[x],2357,4,,
Alfee,[x],[x],4608,3,[x],[x],[x],[x],4812,3,4810,3,[x],[x],[x],[x],4685,3,[x],[x],[x],[x],[x],[x],3227,5,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],3467,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Alfey,[x],[x],[x],[x],[x],[x],[x],[x],4812,3,[x],[x],[x],[x],[x],[x],3822,4,[x],[x],3300,5,[x],[x],4527,3,3687,4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Alffi,2730,7,2960,6,1655,14,3959,4,3449,5,2335,9,3373,5,2690,7,3822,4,3987,4,[x],[x],3865,4,4527,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Alffie,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],4747,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Alfi,[x],[x],4608,3,3937,4,[x],[x],[x],[x],[x],[x],[x],[x],2248,9,4685,3,2458,8,3300,5,1801,12,1859,11,1706,12,1885,10,2538,6,3208,4,3651,3,1771,8,2636,4,1949,6,[x],[x],1383,9,2901,3,2859,3,[x],[x],,
Alfie,16,2338,18,2414,15,2785,15,2977,12,3287,14,3555,14,3540,12,3868,11,4138,7,4843,4,5524,4,5478,4,5536,6,5566,10,5014,16,3702,23,3005,25,2804,17,3450,49,1306,54,1189,57,1142,64,899,71,808,92,565,119,372,,
Alfie-,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],4805,3,[x],[x],[x],[x],[x],[x],[x],[x],4333,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
